State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Rajasthan,DAUSA,Moth,2003-04,Kharif,91,Hectare,48,Tonnes,0.5274725275
Rajasthan,DHOLPUR,Moth,2001-02,Kharif,12,Hectare,3,Tonnes,0.25
Rajasthan,DHOLPUR,Moth,2002-03,Kharif,11,Hectare,1,Tonnes,0.09090909091
Rajasthan,DHOLPUR,Moth,2003-04,Kharif,9,Hectare,5,Tonnes,0.5555555556
Rajasthan,DUNGARPUR,Moth,2003-04,Kharif,18,Hectare,10,Tonnes,0.5555555556
Rajasthan,GANGANAGAR,Moth,2001-02,Kharif,5550,Hectare,1315,Tonnes,0.2369369369
Rajasthan,GANGANAGAR,Moth,2002-03,Kharif,5858,Hectare,257,Tonnes,0.04387162854
Rajasthan,GANGANAGAR,Moth,2003-04,Kharif,15987,Hectare,7316,Tonnes,0.4576218177
Rajasthan,HANUMANGARH,Moth,2001-02,Kharif,47599,Hectare,19540,Tonnes,0.4105128259
Rajasthan,HANUMANGARH,Moth,2002-03,Kharif,23273,Hectare,3739,Tonnes,0.1606582735
Rajasthan,HANUMANGARH,Moth,2003-04,Kharif,74418,Hectare,40254,Tonnes,0.54091752
Rajasthan,JAIPUR,Moth,2001-02,Kharif,1836,Hectare,435,Tonnes,0.2369281046
Rajasthan,JAIPUR,Moth,2002-03,Kharif,1314,Hectare,,Tonnes,0
Rajasthan,JAIPUR,Moth,2003-04,Kharif,967,Hectare,425,Tonnes,0.4395036194
Rajasthan,JAISALMER,Moth,2001-02,Kharif,2283,Hectare,541,Tonnes,0.2369689006
Rajasthan,JAISALMER,Moth,2002-03,Kharif,1512,Hectare,66,Tonnes,0.04365079365
Rajasthan,JAISALMER,Moth,2003-04,Kharif,2835,Hectare,1503,Tonnes,0.5301587302
Rajasthan,JALORE,Moth,2001-02,Kharif,16048,Hectare,1698,Tonnes,0.1058075773
Rajasthan,JALORE,Moth,2002-03,Kharif,7184,Hectare,,Tonnes,0
Rajasthan,JALORE,Moth,2003-04,Kharif,21498,Hectare,11887,Tonnes,0.5529351568
Rajasthan,JHALAWAR,Moth,2003-04,Kharif,15,Hectare,8,Tonnes,0.5333333333
Rajasthan,JHUNJHUNU,Moth,2001-02,Kharif,426,Hectare,58,Tonnes,0.1361502347
Rajasthan,JHUNJHUNU,Moth,2002-03,Kharif,250,Hectare,,Tonnes,0
Rajasthan,JHUNJHUNU,Moth,2003-04,Kharif,1463,Hectare,775,Tonnes,0.5297334245
Rajasthan,JODHPUR,Moth,2001-02,Kharif,170238,Hectare,37864,Tonnes,0.2224180265
Rajasthan,JODHPUR,Moth,2002-03,Kharif,9682,Hectare,237,Tonnes,0.02447841355
Rajasthan,JODHPUR,Moth,2003-04,Kharif,211053,Hectare,58279,Tonnes,0.2761344307
Rajasthan,KARAULI,Moth,2001-02,Kharif,42,Hectare,10,Tonnes,0.2380952381
Rajasthan,KARAULI,Moth,2002-03,Kharif,16,Hectare,1,Tonnes,0.0625
Rajasthan,KARAULI,Moth,2003-04,Kharif,23,Hectare,12,Tonnes,0.5217391304
Rajasthan,KOTA,Moth,2003-04,Kharif,4,Hectare,2,Tonnes,0.5
Rajasthan,NAGAUR,Moth,2001-02,Kharif,247052,Hectare,50723,Tonnes,0.2053130515
Rajasthan,NAGAUR,Moth,2002-03,Kharif,88250,Hectare,13381,Tonnes,0.1516260623
Rajasthan,NAGAUR,Moth,2003-04,Kharif,221200,Hectare,111613,Tonnes,0.504579566
Rajasthan,PALI,Moth,2001-02,Kharif,3554,Hectare,634,Tonnes,0.1783905459
Rajasthan,PALI,Moth,2002-03,Kharif,760,Hectare,,Tonnes,0
Rajasthan,PALI,Moth,2003-04,Kharif,3615,Hectare,921,Tonnes,0.2547717842
Rajasthan,RAJSAMAND,Moth,2001-02,Kharif,22,Hectare,5,Tonnes,0.2272727273
Rajasthan,RAJSAMAND,Moth,2002-03,Kharif,9,Hectare,,Tonnes,0
Rajasthan,RAJSAMAND,Moth,2003-04,Kharif,17,Hectare,9,Tonnes,0.5294117647
Rajasthan,SAWAI MADHOPUR,Moth,2001-02,Kharif,174,Hectare,41,Tonnes,0.2356321839
Rajasthan,SAWAI MADHOPUR,Moth,2002-03,Kharif,74,Hectare,3,Tonnes,0.04054054054
Rajasthan,SAWAI MADHOPUR,Moth,2003-04,Kharif,30,Hectare,16,Tonnes,0.5333333333
Rajasthan,SIKAR,Moth,2001-02,Kharif,5562,Hectare,1017,Tonnes,0.1828478964
Rajasthan,SIKAR,Moth,2002-03,Kharif,7116,Hectare,25,Tonnes,0.003513209668
Rajasthan,SIKAR,Moth,2003-04,Kharif,7435,Hectare,2711,Tonnes,0.3646267653
Rajasthan,SIROHI,Moth,2001-02,Kharif,59,Hectare,14,Tonnes,0.2372881356
Rajasthan,SIROHI,Moth,2002-03,Kharif,7,Hectare,,Tonnes,0
Rajasthan,SIROHI,Moth,2003-04,Kharif,15,Hectare,8,Tonnes,0.5333333333
Rajasthan,TONK,Moth,2001-02,Kharif,88,Hectare,21,Tonnes,0.2386363636
Rajasthan,TONK,Moth,2002-03,Kharif,27,Hectare,1,Tonnes,0.03703703704
Rajasthan,TONK,Moth,2003-04,Kharif,33,Hectare,17,Tonnes,0.5151515152
Rajasthan,UDAIPUR,Moth,2001-02,Kharif,2,Hectare,0.1,Tonnes,0.05
Rajasthan,UDAIPUR,Moth,2002-03,Kharif,1,Hectare,,Tonnes,0
Rajasthan,UDAIPUR,Moth,2003-04,Kharif,5,Hectare,3,Tonnes,0.6
Rajasthan,ALWAR,Oilseeds total,2003-04,Whole Year,2,Hectare,0,Tonnes,0
Rajasthan,BHILWARA,Oilseeds total,2003-04,Whole Year,4,Hectare,0,Tonnes,0
Rajasthan,BIKANER,Oilseeds total,2003-04,Whole Year,2,Hectare,0,Tonnes,0
Rajasthan,CHURU,Oilseeds total,2003-04,Whole Year,15,Hectare,0,Tonnes,0
Rajasthan,DAUSA,Oilseeds total,2003-04,Whole Year,42,Hectare,0,Tonnes,0
Rajasthan,GANGANAGAR,Oilseeds total,2003-04,Whole Year,25,Hectare,0,Tonnes,0
Rajasthan,HANUMANGARH,Oilseeds total,2003-04,Whole Year,436,Hectare,0,Tonnes,0
Rajasthan,JAIPUR,Oilseeds total,2003-04,Whole Year,7,Hectare,0,Tonnes,0
Rajasthan,JHUNJHUNU,Oilseeds total,2003-04,Whole Year,1,Hectare,0,Tonnes,0
Rajasthan,JODHPUR,Oilseeds total,2003-04,Whole Year,2088,Hectare,0,Tonnes,0
Rajasthan,NAGAUR,Oilseeds total,2003-04,Whole Year,72,Hectare,0,Tonnes,0
Rajasthan,PALI,Oilseeds total,2003-04,Whole Year,2,Hectare,0,Tonnes,0
Rajasthan,UDAIPUR,Oilseeds total,2003-04,Whole Year,1,Hectare,0,Tonnes,0
Rajasthan,AJMER,Onion,2001-02,Whole Year,2107,Hectare,3964,Tonnes,1.881347888
Rajasthan,AJMER,Onion,2002-03,Whole Year,449,Hectare,604,Tonnes,1.345211581
Rajasthan,AJMER,Onion,2003-04,Whole Year,908,Hectare,2613,Tonnes,2.877753304
Rajasthan,ALWAR,Onion,2001-02,Whole Year,6044,Hectare,55921,Tonnes,9.252316347
Rajasthan,ALWAR,Onion,2002-03,Whole Year,5735,Hectare,14121,Tonnes,2.462249346
Rajasthan,ALWAR,Onion,2003-04,Whole Year,7814,Hectare,60478,Tonnes,7.739697978
Rajasthan,BANSWARA,Onion,2001-02,Whole Year,56,Hectare,53,Tonnes,0.9464285714
Rajasthan,BANSWARA,Onion,2002-03,Whole Year,79,Hectare,74,Tonnes,0.9367088608
Rajasthan,BANSWARA,Onion,2003-04,Whole Year,100,Hectare,94,Tonnes,0.94
Rajasthan,BARAN,Onion,2001-02,Whole Year,28,Hectare,116,Tonnes,4.142857143
Rajasthan,BARAN,Onion,2002-03,Whole Year,21,Hectare,114,Tonnes,5.428571429
Rajasthan,BARAN,Onion,2003-04,Whole Year,32,Hectare,128,Tonnes,4
Rajasthan,BARMER,Onion,2001-02,Whole Year,100,Hectare,91,Tonnes,0.91
Rajasthan,BARMER,Onion,2002-03,Whole Year,89,Hectare,83,Tonnes,0.9325842697
Rajasthan,BARMER,Onion,2003-04,Whole Year,152,Hectare,231,Tonnes,1.519736842
Rajasthan,BHARATPUR,Onion,2001-02,Whole Year,193,Hectare,636,Tonnes,3.295336788
Rajasthan,BHARATPUR,Onion,2002-03,Whole Year,234,Hectare,358,Tonnes,1.52991453
Rajasthan,BHARATPUR,Onion,2003-04,Whole Year,46,Hectare,250,Tonnes,5.434782609
Rajasthan,BHILWARA,Onion,2001-02,Whole Year,150,Hectare,586,Tonnes,3.906666667
Rajasthan,BHILWARA,Onion,2002-03,Whole Year,60,Hectare,264,Tonnes,4.4
Rajasthan,BHILWARA,Onion,2003-04,Whole Year,82,Hectare,266,Tonnes,3.243902439
Rajasthan,BIKANER,Onion,2001-02,Whole Year,57,Hectare,29,Tonnes,0.5087719298
Rajasthan,BIKANER,Onion,2002-03,Whole Year,79,Hectare,43,Tonnes,0.5443037975
Rajasthan,BIKANER,Onion,2003-04,Whole Year,48,Hectare,25,Tonnes,0.5208333333
Rajasthan,BUNDI,Onion,2001-02,Whole Year,98,Hectare,196,Tonnes,2
Rajasthan,BUNDI,Onion,2002-03,Whole Year,52,Hectare,92,Tonnes,1.769230769
Rajasthan,BUNDI,Onion,2003-04,Whole Year,81,Hectare,95,Tonnes,1.172839506
Rajasthan,CHITTORGARH,Onion,2001-02,Whole Year,697,Hectare,2613,Tonnes,3.74892396
Rajasthan,CHITTORGARH,Onion,2002-03,Whole Year,815,Hectare,2070,Tonnes,2.539877301
Rajasthan,CHITTORGARH,Onion,2003-04,Whole Year,490,Hectare,1749,Tonnes,3.569387755
Rajasthan,CHURU,Onion,2001-02,Whole Year,68,Hectare,123,Tonnes,1.808823529
Rajasthan,CHURU,Onion,2002-03,Whole Year,57,Hectare,74,Tonnes,1.298245614
Rajasthan,CHURU,Onion,2003-04,Whole Year,36,Hectare,36,Tonnes,1
Rajasthan,DAUSA,Onion,2001-02,Whole Year,21,Hectare,26,Tonnes,1.238095238
Rajasthan,DAUSA,Onion,2002-03,Whole Year,18,Hectare,36,Tonnes,2
Rajasthan,DAUSA,Onion,2003-04,Whole Year,17,Hectare,18,Tonnes,1.058823529
Rajasthan,DHOLPUR,Onion,2001-02,Whole Year,9,Hectare,24,Tonnes,2.666666667
Rajasthan,DHOLPUR,Onion,2002-03,Whole Year,16,Hectare,80,Tonnes,5
Rajasthan,DHOLPUR,Onion,2003-04,Whole Year,18,Hectare,14,Tonnes,0.7777777778
Rajasthan,DUNGARPUR,Onion,2001-02,Whole Year,53,Hectare,265,Tonnes,5
Rajasthan,DUNGARPUR,Onion,2002-03,Whole Year,12,Hectare,60,Tonnes,5
Rajasthan,DUNGARPUR,Onion,2003-04,Whole Year,53,Hectare,265,Tonnes,5
Rajasthan,GANGANAGAR,Onion,2001-02,Whole Year,117,Hectare,234,Tonnes,2
Rajasthan,GANGANAGAR,Onion,2002-03,Whole Year,180,Hectare,3600,Tonnes,20
Rajasthan,GANGANAGAR,Onion,2003-04,Whole Year,56,Hectare,525,Tonnes,9.375
Rajasthan,HANUMANGARH,Onion,2001-02,Whole Year,59,Hectare,236,Tonnes,4
Rajasthan,HANUMANGARH,Onion,2002-03,Whole Year,64,Hectare,10,Tonnes,0.15625
Rajasthan,HANUMANGARH,Onion,2003-04,Whole Year,81,Hectare,35,Tonnes,0.4320987654
Rajasthan,JAIPUR,Onion,2001-02,Whole Year,2803,Hectare,21523,Tonnes,7.678558687
Rajasthan,JAIPUR,Onion,2002-03,Whole Year,3137,Hectare,16050,Tonnes,5.116353204
Rajasthan,JAIPUR,Onion,2003-04,Whole Year,3724,Hectare,17016,Tonnes,4.569280344
Rajasthan,JAISALMER,Onion,2001-02,Whole Year,12,Hectare,6,Tonnes,0.5
Rajasthan,JAISALMER,Onion,2002-03,Whole Year,2,Hectare,0,Tonnes,0
Rajasthan,JAISALMER,Onion,2003-04,Whole Year,40,Hectare,400,Tonnes,10
Rajasthan,JALORE,Onion,2001-02,Whole Year,197,Hectare,518,Tonnes,2.629441624
Rajasthan,JALORE,Onion,2002-03,Whole Year,156,Hectare,624,Tonnes,4
Rajasthan,JALORE,Onion,2003-04,Whole Year,249,Hectare,748,Tonnes,3.004016064
Rajasthan,JHALAWAR,Onion,2001-02,Whole Year,248,Hectare,821,Tonnes,3.310483871
Rajasthan,JHALAWAR,Onion,2002-03,Whole Year,243,Hectare,490,Tonnes,2.016460905
Rajasthan,JHALAWAR,Onion,2003-04,Whole Year,165,Hectare,766,Tonnes,4.642424242
Rajasthan,JHUNJHUNU,Onion,2001-02,Whole Year,1389,Hectare,27294,Tonnes,19.65010799
Rajasthan,JHUNJHUNU,Onion,2002-03,Whole Year,1158,Hectare,22944,Tonnes,19.8134715
Rajasthan,JHUNJHUNU,Onion,2003-04,Whole Year,1440,Hectare,26838,Tonnes,18.6375
Rajasthan,JODHPUR,Onion,2001-02,Whole Year,5417,Hectare,51189,Tonnes,9.449695403
Rajasthan,JODHPUR,Onion,2002-03,Whole Year,6239,Hectare,58370,Tonnes,9.355665972
Rajasthan,JODHPUR,Onion,2003-04,Whole Year,7403,Hectare,85603,Tonnes,11.56328515
Rajasthan,KARAULI,Onion,2001-02,Whole Year,34,Hectare,142,Tonnes,4.176470588
Rajasthan,KARAULI,Onion,2002-03,Whole Year,29,Hectare,188,Tonnes,6.482758621
Rajasthan,KARAULI,Onion,2003-04,Whole Year,43,Hectare,262,Tonnes,6.093023256
Rajasthan,KOTA,Onion,2001-02,Whole Year,65,Hectare,510,Tonnes,7.846153846
Rajasthan,KOTA,Onion,2002-03,Whole Year,39,Hectare,749,Tonnes,19.20512821
Rajasthan,KOTA,Onion,2003-04,Whole Year,46,Hectare,550,Tonnes,11.95652174
Rajasthan,NAGAUR,Onion,2001-02,Whole Year,4175,Hectare,11631,Tonnes,2.785868263
Rajasthan,NAGAUR,Onion,2002-03,Whole Year,4074,Hectare,12706,Tonnes,3.11880216
Rajasthan,NAGAUR,Onion,2003-04,Whole Year,5831,Hectare,19127,Tonnes,3.280226376
Rajasthan,PALI,Onion,2001-02,Whole Year,363,Hectare,726,Tonnes,2
Rajasthan,PALI,Onion,2002-03,Whole Year,69,Hectare,70,Tonnes,1.014492754
Rajasthan,PALI,Onion,2003-04,Whole Year,177,Hectare,226,Tonnes,1.276836158
Rajasthan,RAJSAMAND,Onion,2001-02,Whole Year,55,Hectare,220,Tonnes,4
Rajasthan,RAJSAMAND,Onion,2002-03,Whole Year,16,Hectare,38,Tonnes,2.375
Rajasthan,RAJSAMAND,Onion,2003-04,Whole Year,13,Hectare,12,Tonnes,0.9230769231
Rajasthan,SAWAI MADHOPUR,Onion,2001-02,Whole Year,103,Hectare,280,Tonnes,2.718446602
Rajasthan,SAWAI MADHOPUR,Onion,2002-03,Whole Year,79,Hectare,343,Tonnes,4.341772152
Rajasthan,SAWAI MADHOPUR,Onion,2003-04,Whole Year,81,Hectare,384,Tonnes,4.740740741
Rajasthan,SIKAR,Onion,2001-02,Whole Year,3480,Hectare,25589,Tonnes,7.35316092
Rajasthan,SIKAR,Onion,2002-03,Whole Year,3217,Hectare,21120,Tonnes,6.565122785
Rajasthan,SIKAR,Onion,2003-04,Whole Year,4254,Hectare,29824,Tonnes,7.010813352
Rajasthan,SIROHI,Onion,2001-02,Whole Year,90,Hectare,135,Tonnes,1.5
Rajasthan,SIROHI,Onion,2002-03,Whole Year,46,Hectare,69,Tonnes,1.5
Rajasthan,SIROHI,Onion,2003-04,Whole Year,62,Hectare,101,Tonnes,1.629032258
Rajasthan,TONK,Onion,2001-02,Whole Year,71,Hectare,502,Tonnes,7.070422535
Rajasthan,TONK,Onion,2002-03,Whole Year,24,Hectare,186,Tonnes,7.75
Rajasthan,TONK,Onion,2003-04,Whole Year,49,Hectare,390,Tonnes,7.959183673
Rajasthan,UDAIPUR,Onion,2001-02,Whole Year,40,Hectare,82,Tonnes,2.05
Rajasthan,UDAIPUR,Onion,2002-03,Whole Year,13,Hectare,50,Tonnes,3.846153846
Rajasthan,UDAIPUR,Onion,2003-04,Whole Year,32,Hectare,59,Tonnes,1.84375
Rajasthan,AJMER,Other Rabi pulses,2001-02,Rabi,26,Hectare,31,Tonnes,1.192307692
Rajasthan,AJMER,Other Rabi pulses,2003-04,Rabi,3,Hectare,2,Tonnes,0.6666666667
Rajasthan,ALWAR,Other Rabi pulses,2002-03,Rabi,2,Hectare,0,Tonnes,0
Rajasthan,BANSWARA,Other Rabi pulses,2001-02,Rabi,2159,Hectare,1520,Tonnes,0.7040296434
Rajasthan,BANSWARA,Other Rabi pulses,2002-03,Rabi,808,Hectare,14,Tonnes,0.01732673267
Rajasthan,BANSWARA,Other Rabi pulses,2003-04,Rabi,4388,Hectare,3089,Tonnes,0.7039653601
Rajasthan,BARAN,Other Rabi pulses,2001-02,Rabi,62,Hectare,46,Tonnes,0.7419354839
Rajasthan,BARAN,Other Rabi pulses,2002-03,Rabi,21,Hectare,0,Tonnes,0
Rajasthan,BARAN,Other Rabi pulses,2003-04,Rabi,18,Hectare,0,Tonnes,0
Rajasthan,BHARATPUR,Other Rabi pulses,2002-03,Rabi,4,Hectare,0,Tonnes,0
Rajasthan,BHARATPUR,Other Rabi pulses,2003-04,Rabi,13,Hectare,13,Tonnes,1
Rajasthan,BHILWARA,Other Rabi pulses,2001-02,Rabi,235,Hectare,234,Tonnes,0.9957446809
Rajasthan,BHILWARA,Other Rabi pulses,2002-03,Rabi,5,Hectare,0,Tonnes,0
Rajasthan,BHILWARA,Other Rabi pulses,2003-04,Rabi,87,Hectare,4,Tonnes,0.04597701149
Rajasthan,BUNDI,Other Rabi pulses,2001-02,Rabi,18,Hectare,17,Tonnes,0.9444444444
Rajasthan,BUNDI,Other Rabi pulses,2002-03,Rabi,2,Hectare,0,Tonnes,0
Rajasthan,BUNDI,Other Rabi pulses,2003-04,Rabi,12,Hectare,11,Tonnes,0.9166666667
Rajasthan,CHITTORGARH,Other Rabi pulses,2001-02,Rabi,413,Hectare,331,Tonnes,0.8014527845
Rajasthan,CHITTORGARH,Other Rabi pulses,2002-03,Rabi,35,Hectare,0,Tonnes,0
Rajasthan,CHITTORGARH,Other Rabi pulses,2003-04,Rabi,114,Hectare,91,Tonnes,0.798245614
Rajasthan,DAUSA,Other Rabi pulses,2002-03,Rabi,2,Hectare,0,Tonnes,0
Rajasthan,DAUSA,Other Rabi pulses,2003-04,Rabi,1,Hectare,1,Tonnes,1
Rajasthan,DUNGARPUR,Other Rabi pulses,2001-02,Rabi,980,Hectare,980,Tonnes,1
Rajasthan,DUNGARPUR,Other Rabi pulses,2002-03,Rabi,244,Hectare,39,Tonnes,0.1598360656
Rajasthan,DUNGARPUR,Other Rabi pulses,2003-04,Rabi,1617,Hectare,1617,Tonnes,1
Rajasthan,GANGANAGAR,Other Rabi pulses,2003-04,Rabi,3,Hectare,3,Tonnes,1
Rajasthan,JAIPUR,Other Rabi pulses,2001-02,Rabi,19,Hectare,25,Tonnes,1.315789474
Rajasthan,JAIPUR,Other Rabi pulses,2002-03,Rabi,1,Hectare,0,Tonnes,0
Rajasthan,JAIPUR,Other Rabi pulses,2003-04,Rabi,14,Hectare,14,Tonnes,1
Rajasthan,JAISALMER,Other Rabi pulses,2001-02,Rabi,1,Hectare,0,Tonnes,0
Rajasthan,JALORE,Other Rabi pulses,2001-02,Rabi,48,Hectare,49,Tonnes,1.020833333
Rajasthan,JALORE,Other Rabi pulses,2003-04,Rabi,54,Hectare,54,Tonnes,1
Rajasthan,JHALAWAR,Other Rabi pulses,2001-02,Rabi,148,Hectare,45,Tonnes,0.3040540541
Rajasthan,JHALAWAR,Other Rabi pulses,2002-03,Rabi,72,Hectare,0,Tonnes,0
Rajasthan,JHALAWAR,Other Rabi pulses,2003-04,Rabi,57,Hectare,64,Tonnes,1.122807018
Rajasthan,KARAULI,Other Rabi pulses,2003-04,Rabi,1,Hectare,1,Tonnes,1
Rajasthan,KOTA,Other Rabi pulses,2001-02,Rabi,63,Hectare,97,Tonnes,1.53968254
Rajasthan,KOTA,Other Rabi pulses,2002-03,Rabi,13,Hectare,0,Tonnes,0
Rajasthan,PALI,Other Rabi pulses,2001-02,Rabi,49,Hectare,70,Tonnes,1.428571429
Rajasthan,PALI,Other Rabi pulses,2002-03,Rabi,1,Hectare,0,Tonnes,0
Rajasthan,PALI,Other Rabi pulses,2003-04,Rabi,67,Hectare,51,Tonnes,0.7611940299
Rajasthan,RAJSAMAND,Other Rabi pulses,2001-02,Rabi,3,Hectare,3,Tonnes,1
Rajasthan,SAWAI MADHOPUR,Other Rabi pulses,2001-02,Rabi,11,Hectare,11,Tonnes,1
Rajasthan,SAWAI MADHOPUR,Other Rabi pulses,2002-03,Rabi,4,Hectare,0,Tonnes,0
Rajasthan,SIROHI,Other Rabi pulses,2001-02,Rabi,62,Hectare,31,Tonnes,0.5
Rajasthan,SIROHI,Other Rabi pulses,2002-03,Rabi,48,Hectare,0,Tonnes,0
Rajasthan,SIROHI,Other Rabi pulses,2003-04,Rabi,91,Hectare,46,Tonnes,0.5054945055
Rajasthan,TONK,Other Rabi pulses,2001-02,Rabi,100,Hectare,92,Tonnes,0.92
Rajasthan,TONK,Other Rabi pulses,2002-03,Rabi,35,Hectare,0,Tonnes,0
Rajasthan,TONK,Other Rabi pulses,2003-04,Rabi,7,Hectare,5,Tonnes,0.7142857143
Rajasthan,UDAIPUR,Other Rabi pulses,2001-02,Rabi,1192,Hectare,1289,Tonnes,1.081375839
Rajasthan,UDAIPUR,Other Rabi pulses,2002-03,Rabi,264,Hectare,22,Tonnes,0.08333333333
Rajasthan,UDAIPUR,Other Rabi pulses,2003-04,Rabi,540,Hectare,670,Tonnes,1.240740741
Rajasthan,AJMER,Other Kharif pulses,2001-02,Kharif,2229,Hectare,758,Tonnes,0.3400628084
Rajasthan,AJMER,Other Kharif pulses,2002-03,Kharif,1524,Hectare,49,Tonnes,0.03215223097
Rajasthan,AJMER,Other Kharif pulses,2003-04,Kharif,1596,Hectare,774,Tonnes,0.484962406
Rajasthan,ALWAR,Other Kharif pulses,2001-02,Kharif,44,Hectare,15,Tonnes,0.3409090909
Rajasthan,ALWAR,Other Kharif pulses,2002-03,Kharif,5,Hectare,0,Tonnes,0
Rajasthan,ALWAR,Other Kharif pulses,2003-04,Kharif,31,Hectare,17,Tonnes,0.5483870968
Rajasthan,BANSWARA,Other Kharif pulses,2001-02,Kharif,74,Hectare,27,Tonnes,0.3648648649
Rajasthan,BANSWARA,Other Kharif pulses,2002-03,Kharif,131,Hectare,18,Tonnes,0.1374045802
Rajasthan,BANSWARA,Other Kharif pulses,2003-04,Kharif,112,Hectare,49,Tonnes,0.4375
Rajasthan,BARAN,Other Kharif pulses,2001-02,Kharif,4,Hectare,1,Tonnes,0.25
Rajasthan,BARAN,Other Kharif pulses,2002-03,Kharif,10,Hectare,1,Tonnes,0.1
Rajasthan,BARAN,Other Kharif pulses,2003-04,Kharif,6,Hectare,3,Tonnes,0.5
Rajasthan,BARMER,Other Kharif pulses,2003-04,Kharif,1,Hectare,1,Tonnes,1
Rajasthan,BHARATPUR,Other Kharif pulses,2001-02,Kharif,610,Hectare,7,Tonnes,0.01147540984
Rajasthan,BHARATPUR,Other Kharif pulses,2002-03,Kharif,10,Hectare,1,Tonnes,0.1
Rajasthan,BHARATPUR,Other Kharif pulses,2003-04,Kharif,15,Hectare,8,Tonnes,0.5333333333
Rajasthan,BHILWARA,Other Kharif pulses,2001-02,Kharif,895,Hectare,877,Tonnes,0.9798882682
Rajasthan,BHILWARA,Other Kharif pulses,2002-03,Kharif,1247,Hectare,0,Tonnes,0
Rajasthan,BHILWARA,Other Kharif pulses,2003-04,Kharif,1341,Hectare,442,Tonnes,0.3296047726
Rajasthan,BIKANER,Other Kharif pulses,2001-02,Kharif,6,Hectare,2,Tonnes,0.3333333333
Rajasthan,BIKANER,Other Kharif pulses,2002-03,Kharif,4,Hectare,0,Tonnes,0
Rajasthan,BIKANER,Other Kharif pulses,2003-04,Kharif,4,Hectare,2,Tonnes,0.5
Rajasthan,BUNDI,Other Kharif pulses,2001-02,Kharif,11,Hectare,4,Tonnes,0.3636363636
Rajasthan,BUNDI,Other Kharif pulses,2002-03,Kharif,15,Hectare,1,Tonnes,0.06666666667
Rajasthan,BUNDI,Other Kharif pulses,2003-04,Kharif,37,Hectare,20,Tonnes,0.5405405405
Rajasthan,CHITTORGARH,Other Kharif pulses,2001-02,Kharif,202,Hectare,70,Tonnes,0.3465346535
Rajasthan,CHITTORGARH,Other Kharif pulses,2002-03,Kharif,203,Hectare,19,Tonnes,0.09359605911
Rajasthan,CHITTORGARH,Other Kharif pulses,2003-04,Kharif,184,Hectare,103,Tonnes,0.5597826087
Rajasthan,CHURU,Other Kharif pulses,2001-02,Kharif,1515,Hectare,385,Tonnes,0.2541254125
Rajasthan,CHURU,Other Kharif pulses,2002-03,Kharif,506,Hectare,28,Tonnes,0.05533596838
Rajasthan,CHURU,Other Kharif pulses,2003-04,Kharif,969,Hectare,415,Tonnes,0.4282765738
Rajasthan,DAUSA,Other Kharif pulses,2001-02,Kharif,123,Hectare,62,Tonnes,0.5040650407
Rajasthan,DAUSA,Other Kharif pulses,2002-03,Kharif,76,Hectare,0,Tonnes,0
Rajasthan,DAUSA,Other Kharif pulses,2003-04,Kharif,82,Hectare,45,Tonnes,0.5487804878
Rajasthan,DHOLPUR,Other Kharif pulses,2001-02,Kharif,20,Hectare,7,Tonnes,0.35
Rajasthan,DHOLPUR,Other Kharif pulses,2002-03,Kharif,24,Hectare,2,Tonnes,0.08333333333
Rajasthan,DHOLPUR,Other Kharif pulses,2003-04,Kharif,35,Hectare,25,Tonnes,0.7142857143
Rajasthan,DUNGARPUR,Other Kharif pulses,2001-02,Kharif,386,Hectare,68,Tonnes,0.1761658031
Rajasthan,DUNGARPUR,Other Kharif pulses,2002-03,Kharif,266,Hectare,40,Tonnes,0.1503759398
Rajasthan,DUNGARPUR,Other Kharif pulses,2003-04,Kharif,232,Hectare,182,Tonnes,0.7844827586
Rajasthan,GANGANAGAR,Other Kharif pulses,2001-02,Kharif,49,Hectare,17,Tonnes,0.3469387755
Rajasthan,GANGANAGAR,Other Kharif pulses,2002-03,Kharif,10,Hectare,1,Tonnes,0.1
Rajasthan,GANGANAGAR,Other Kharif pulses,2003-04,Kharif,3,Hectare,1,Tonnes,0.3333333333
Rajasthan,HANUMANGARH,Other Kharif pulses,2001-02,Kharif,6,Hectare,2,Tonnes,0.3333333333
Rajasthan,HANUMANGARH,Other Kharif pulses,2003-04,Kharif,2,Hectare,1,Tonnes,0.5
Rajasthan,JAIPUR,Other Kharif pulses,2001-02,Kharif,8946,Hectare,4519,Tonnes,0.5051419629
Rajasthan,JAIPUR,Other Kharif pulses,2002-03,Kharif,10587,Hectare,342,Tonnes,0.03230376877
Rajasthan,JAIPUR,Other Kharif pulses,2003-04,Kharif,7953,Hectare,4779,Tonnes,0.6009053187
Rajasthan,JAISALMER,Other Kharif pulses,2001-02,Kharif,1,Hectare,0,Tonnes,0
Rajasthan,JAISALMER,Other Kharif pulses,2002-03,Kharif,41,Hectare,0,Tonnes,0
Rajasthan,JAISALMER,Other Kharif pulses,2003-04,Kharif,1,Hectare,1,Tonnes,1
Rajasthan,JALORE,Other Kharif pulses,2001-02,Kharif,322,Hectare,166,Tonnes,0.5155279503
Rajasthan,JALORE,Other Kharif pulses,2002-03,Kharif,290,Hectare,13,Tonnes,0.04482758621
Rajasthan,JALORE,Other Kharif pulses,2003-04,Kharif,301,Hectare,191,Tonnes,0.634551495
